Year,Ranking,Artist,Location,Genre
2007,8,Avril Lavigne,CA,
2007,9,T-Pain,US,
2007,10,Gwen Stefani,US,
2007,11,Timbaland,US,
2007,12,Rihanna,US,
2007,13,Nelly Furtado,CA,
2007,14,Rascal Flatts,US,
2007,15,Maroon 5,US,pop
2007,16,Kanye West,US,
2007,17,Fall Out Boy,US,
2007,18,T.I.,US,
2007,19,Linkin Park,US,
2007,20,JAY-Z,,
2007,21,Ciara,US,
2007,22,The Fray,US,
2007,23,Tim McGraw,US,
2007,24,Hinder,,
2007,25,Plain White T's,,
2007,26,P!nk,US,
2007,27,Ne-Yo,US,
2007,28,Brad Paisley,,
2007,29,Mims,,
2007,30,Ludacris,US,
2007,31,Taylor Swift,US,pop
2007,32,Kenny Chesney,US,
2007,33,Robin Thicke,US,
2007,34,Lloyd,,
2007,35,Unk,,
2007,36,Shop Boyz,,
2007,37,Sean Kingston,JM,
2007,38,Soulja Boy Tell'em,,
2007,39,My Chemical Romance,,
2007,40,John Mayer,US,
2007,41,Amy Winehouse,GB,
2007,42,Young Jeezy,,
2007,43,Bow Wow,,
2007,44,Keith Urban,AU,
2007,45,Sugarland,US,
2007,46,Chris Brown,US,hip hop
2007,47,50 Cent,US,
2007,48,Snoop Dogg,US,
2007,49,R. Kelly,US,
2007,50,Josh Groban,,
2006,1,Chris Brown,US,hip hop
2006,2,Nickelback,CA,
2006,3,Rascal Flatts,US,
2006,4,Sean Paul,JM,
2006,5,Ne-Yo,US,
2006,6,The Pussycat Dolls,US,
2006,7,Rihanna,US,
2006,8,Mary J. Blige,US,
2006,9,The Fray,US,
2006,10,Justin Timberlake,US,
2006,11,James Blunt,GB,
2006,12,The All-American Rejects,,
2006,13,Beyonce,,
2006,14,Kelly Clarkson,US,
2006,15,Carrie Underwood,US,
2006,16,T.I.,US,
2006,17,Fall Out Boy,US,
2006,18,Daniel Powter,CA,
2006,19,The Black Eyed Peas,US,
2006,20,Eminem,US,hip hop
2006,21,Natasha Bedingfield,GB,
2006,22,Gnarls Barkley,US,
2006,23,Yung Joc,,
2006,24,Chamillionaire,,
2006,25,Nelly Furtado,CA,
2006,26,Mariah Carey,US,
2006,27,Shakira,CO,
2006,28,Red Hot Chili Peppers,US,
2006,29,Kenny Chesney,US,
2006,30,Panic! At The Disco,US,
2006,31,Fergie,US,
2006,32,Jamie Foxx,US,
2006,33,Cassie,,
2006,34,Nelly,US,
2006,35,Christina Aguilera,US,
2006,36,Dem Franchize Boyz,,
2006,37,Hinder,,
2006,38,T-Pain,US,
2006,39,Ludacris,US,
2006,40,Keyshia Cole,US,
2006,41,KT Tunstall,,
2006,42,Kanye West,US,
2006,43,Snow Patrol,GB,
2006,44,Tim McGraw,US,
2006,45,Keith Urban,AU,
2006,46,Toby Keith,US,
2006,47,D4L,,
2006,48,Juelz Santana,,
2006,49,Madonna,US,
2006,50,Josh Turner,US,
