key,artist,song,duration_ms,length,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,Cleaned genre,Location
Attribute,50 Cent,Outta Control - Remix,247506,4.08,TRUE,2005,60,0.772,0.599,8,-5.996,0,0.246,0.0277,0,0.0839,0.557,92.029,"hip hop, pop",hip hop,US
Attribute,Jennifer Lopez,Get Right,225533,3.46,FALSE,2005,65,0.741,0.759,0,-5.096,0,0.12,0.0218,0,0.628,0.362,97.084,"hip hop, pop, R&B",hip hop,US
Attribute,The Game,Hate It Or Love It,206400,3.26,TRUE,2005,77,0.802,0.785,9,-4.781,1,0.207,0.14,0,0.123,0.435,99.998,"hip hop, pop",hip hop,US
Attribute,Gorillaz,Feel Good Inc.,222640,3.43,FALSE,2005,82,0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,hip hop,hip hop,GB
Attribute,Jeezy,Soul Survivor,280013,4.4,TRUE,2005,55,0.684,0.493,10,-7.728,1,0.0459,0.000839,0,0.157,0.08,84.03,"hip hop, pop",hip hop,US
Attribute,Gorillaz,DARE,244999,4.05,FALSE,2005,73,0.76,0.891,11,-5.852,0,0.0372,0.0229,0.0869,0.298,0.966,120.264,hip hop,hip hop,GB
Attribute,Missy Elliott,Lose Control (feat. Ciara & Fat Man Scoop),226863,3.47,TRUE,2005,67,0.904,0.813,4,-7.105,0,0.121,0.0311,0.00697,0.0471,0.81,125.461,"hip hop, pop, R&B",hip hop,US
Attribute,Backstreet Boys,Incomplete,239586,3.6,FALSE,2005,63,0.437,0.589,4,-4.834,1,0.0331,0.231,0,0.0768,0.165,133.631,pop,pop,US
Attribute,Snoop Dogg,Drop It Like It's Hot,266066,4.26,TRUE,2004,39,0.892,0.628,1,-3.832,1,0.216,0.169,0,0.102,0.676,92.063,"hip hop, pop",hip hop,US
Attribute,Fat Joe,Get It Poppin' (feat. Nelly) - Radio Version,211320,3.31,FALSE,2005,41,0.905,0.55,1,-7.558,1,0.372,0.0628,0,0.0644,0.52,100.813,"hip hop, pop",hip hop,US
Attribute,Ciara,"1, 2 Step (feat. Missy Elliott) - Main",202213,3.22,FALSE,2005,52,0.939,0.498,5,-10.94,0,0.161,0.0444,0.00128,0.0475,0.801,113.053,"pop, R&B",pop,US
Attribute,Franz Ferdinand,Do You Want To,215000,3.35,FALSE,2005,61,0.412,0.944,0,-2.896,1,0.0448,0.0724,0.000493,0.801,0.79,123.091,rock,rock,GB
Attribute,Gwen Stefani,Hollaback Girl,199853,3.2,TRUE,2004,69,0.926,0.916,10,-2.221,0,0.0929,0.35,6.17E-06,0.0234,0.904,110.007,"pop, R&B",pop,US
Attribute,Thirty Seconds To Mars,The Kill,231533,3.52,FALSE,2005,74,0.179,0.912,4,-3.881,0,0.0791,0.0014,0.000294,0.582,0.289,182.99,rock,rock,US
Attribute,Alicia Keys,Karma,256000,4.16,FALSE,2003,50,0.727,0.736,10,-6.203,1,0.0615,0.0743,0.00311,0.0348,0.687,85.098,"pop, R&B",pop,US
Attribute,Craig David,Don't Love You No More (I'm Sorry),243986,4.04,FALSE,2005,56,0.636,0.558,7,-7.076,1,0.0245,0.462,0,0.062,0.572,100.113,"hip hop, pop, R&B",hip hop,GB
Attribute,Kelly Clarkson,Behind These Hazel Eyes,198973,3.19,FALSE,2004,59,0.548,0.889,9,-4.682,1,0.0382,0.00165,0.00109,0.197,0.425,90.048,"pop, R&B",pop,US
Attribute,Papa Roach,Scars,208199,3.28,FALSE,2004,60,0.455,0.929,11,-3.295,1,0.0494,0.0875,0,0.226,0.484,89.782,"rock, metal",rock,US
Attribute,Arctic Monkeys,I Bet You Look Good On The Dancefloor,173680,2.54,FALSE,2006,71,0.535,0.948,6,-4.19,0,0.0356,0.00225,0,0.376,0.778,103.183,rock,rock,GB
Attribute,Usher,Caught Up,224640,3.45,FALSE,2004,61,0.817,0.806,6,-4.606,1,0.0623,0.027,9.00E-06,0.119,0.805,110.086,"hip hop, pop, R&B",hip hop,US
Attribute,Kelly Clarkson,Because of You,219493,3.39,FALSE,2004,71,0.587,0.583,5,-5.284,0,0.0313,0.248,0,0.124,0.15,139.92,"pop, R&B",pop,US
Attribute,Nickelback,Photograph,258920,4.19,FALSE,2005,67,0.515,0.876,8,-3.756,1,0.0292,0.000932,0.000166,0.136,0.385,145.916,"rock, metal",rock,CA
Attribute,The Pussycat Dolls,Stickwitu,207506,3.28,FALSE,2005,67,0.548,0.554,9,-6.408,1,0.0587,0.283,0,0.0708,0.382,79.918,"pop, R&B",pop,US
Attribute,Coldplay,Speed of Sound,287906,4.48,FALSE,2005,69,0.514,0.898,11,-6.765,0,0.0577,0.00488,0.0345,0.0746,0.353,123.067,"rock, pop",rock,GB
Attribute,Destiny's Child,Girl,224146,3.44,FALSE,2004,55,0.567,0.747,6,-6.019,0,0.105,0.31,0,0.04,0.556,89.036,"pop, R&B",pop,US
Attribute,Kelly Clarkson,Since U Been Gone,188960,3.09,FALSE,2004,71,0.662,0.739,9,-5.354,0,0.0322,0.00206,0.0603,0.113,0.382,130.999,"pop, R&B",pop,US
Attribute,Gwen Stefani,Cool,189333,3.09,FALSE,2004,59,0.709,0.721,2,-3.52,1,0.0281,0.0322,0.000309,0.355,0.801,112.019,"pop, R&B",pop,US
Attribute,Foo Fighters,Best of You,255626,4.16,FALSE,2005,76,0.366,0.94,1,-5.119,0,0.0696,0.000769,9.42E-05,0.188,0.369,130.198,"rock, metal",rock,US
Attribute,Beyonc̩,Irreplaceable,227853,3.48,FALSE,2007,70,0.447,0.694,7,-4.637,0,0.382,0.0293,5.46E-06,0.167,0.509,175.868,"pop, R&B",pop,US
Attribute,Rihanna,SOS,238920,3.59,FALSE,2006,73,0.677,0.671,7,-4.905,1,0.0361,0.004,5.07E-05,0.413,0.527,137.046,"hip hop, pop, R&B",hip hop,US
Attribute,Busta Rhymes,Touch It,214960,3.35,TRUE,2006,61,0.658,0.551,1,-6.62,1,0.37,0.0043,0.000108,0.197,0.442,138.335,"hip hop, pop",hip hop,US
Attribute,Bob Sinclar,Rock This Party - Everybody Dance Now,245466,4.05,FALSE,2006,69,0.893,0.823,5,-3.708,0,0.122,0.0714,0,0.0509,0.902,128.009,"pop, Dance/Electronic",pop,FR
Attribute,Diddy,Come to Me (feat. Nicole Scherzinger),276786,4.37,TRUE,2006,55,0.819,0.485,6,-6.45,0,0.0756,0.0176,0,0.658,0.386,96.998,"hip hop, pop",hip hop,US
Attribute,Madonna,Sorry,281880,4.42,FALSE,2005,61,0.589,0.877,0,-6.229,0,0.046,0.00121,0.013,0.169,0.443,132.971,pop,pop,US
Attribute,Nelly Furtado,Promiscuous,242293,4.02,FALSE,2006,82,0.808,0.97,10,-6.098,0,0.0506,0.0569,6.13E-05,0.154,0.868,114.328,"hip hop, pop, latin",hip hop,CA
Attribute,Sean Paul,(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,243880,4.04,FALSE,2006,58,0.711,0.761,8,-3.04,1,0.225,0.067,0,0.041,0.718,95.824,"hip hop, pop",hip hop,JM
Attribute,Ciara,Get Up (feat. Chamillionaire),261880,4.22,FALSE,2006,59,0.964,0.595,1,-6.887,0,0.109,0.0248,5.14E-06,0.0405,0.629,128.593,"pop, R&B",pop,US
Attribute,Eminem,Shake That,274440,4.34,TRUE,2005,74,0.963,0.643,1,-5.785,0,0.117,0.0507,4.94E-05,0.157,0.534,107.005,hip hop,hip hop,US
Attribute,Muse,Supermassive Black Hole,212439,3.32,FALSE,2006,75,0.668,0.921,7,-3.727,1,0.0439,0.0492,0.00517,0.0877,0.782,120,rock,rock,GB
Attribute,Chris Brown,Gimme That,186826,3.07,FALSE,2005,63,0.678,0.572,11,-7.033,0,0.0466,0.00374,6.59E-05,0.118,0.444,87.165,"hip hop, pop, R&B",hip hop,US
Attribute,E-40,U and Dat (feat. T. Pain & Kandi Girl),202720,3.23,TRUE,2006,63,0.858,0.484,6,-7.448,0,0.277,0.0241,1.80E-06,0.123,0.329,99.992,"hip hop, pop",hip hop,US
Attribute,Lil Jon,Snap Yo Fingers,274386,4.34,FALSE,2006,67,0.835,0.757,8,-5.029,0,0.23,0.00647,0,0.29,0.626,82.038,"hip hop, pop",hip hop,US
Attribute,The Notorious B.I.G.,"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster",286186,4.46,TRUE,2005,68,0.833,0.628,2,-7.041,1,0.141,0.0949,1.60E-06,0.282,0.645,106.328,hip hop,hip hop,US
Attribute,Nickelback,Savin' Me,219320,3.39,FALSE,2005,65,0.441,0.815,3,-4.088,1,0.0276,0.000731,0,0.414,0.522,164.007,"rock, metal",rock,CA
Attribute,Take That,Patience,202066,3.22,FALSE,2006,64,0.309,0.783,10,-4.154,1,0.0405,0.142,1.11E-06,0.118,0.372,175.788,pop,pop,GB
Attribute,Eminem,When I'm Gone,281320,4.41,TRUE,2005,68,0.618,0.746,10,-5.476,0,0.352,0.0553,0,0.273,0.75,75.272,hip hop,hip hop,US
Attribute,Bob Sinclar,Love Generation - Radio Edit,207613,3.28,FALSE,2005,49,0.715,0.812,1,-5.758,1,0.062,0.175,0.000134,0.044,0.554,128.04,"pop, Dance/Electronic",pop,FR
Attribute,Mary J. Blige,Be Without You - Kendu Mix,246333,4.06,TRUE,2005,69,0.726,0.7,2,-5.881,0,0.0998,0.0717,0,0.262,0.673,146.559,"pop, R&B",pop,US
Attribute,Kanye West,Touch The Sky,236600,3.57,TRUE,2005,73,0.552,0.846,9,-4.912,1,0.342,0.0114,0,0.309,0.554,98.56,hip hop,hip hop,US
Attribute,Nickelback,Far Away,238173,3.58,FALSE,2005,70,0.518,0.797,6,-5.153,1,0.0309,0.000681,0,0.107,0.293,132.918,"rock, metal",rock,CA
Attribute,Fall Out Boy,"Dance, Dance",180266,3,FALSE,2005,74,0.622,0.961,11,-3.198,0,0.154,0.00523,0,0.0854,0.449,114.452,rock,rock,US
Attribute,T.I.,What You Know,274333,4.34,TRUE,2006,64,0.551,0.81,11,-4.365,1,0.0344,0.0155,0,0.169,0.332,73.464,"hip hop, pop",hip hop,US
Attribute,Arctic Monkeys,When The Sun Goes Down,202133,3.22,TRUE,2006,72,0.348,0.875,11,-4.758,0,0.199,0.0341,0,0.117,0.407,169.152,rock,rock,GB
Attribute,Beyonc̩,Check On It (feat. Slim Thug),211186,3.31,FALSE,2006,45,0.7,0.887,7,-3.887,1,0.218,0.0805,0,0.376,0.883,166.104,"pop, R&B",pop,US
Attribute,JoJo,Too Little Too Late,223680,3.44,FALSE,2006,48,0.535,0.823,6,-5.338,0,0.0431,0.0113,3.88E-06,0.146,0.685,83.001,"hip hop, pop, R&B",hip hop,US
Attribute,Mary J. Blige,One,260466,4.2,FALSE,2005,64,0.344,0.874,0,-3.161,1,0.0777,0.0841,0,0.129,0.269,185.888,"pop, R&B",pop,US
Attribute,Red Hot Chili Peppers,Dani California,282160,4.42,FALSE,2006,76,0.556,0.913,0,-2.36,1,0.0437,0.0193,8.59E-06,0.346,0.73,96.184,rock,rock,US
Attribute,The Fratellis,Chelsea Dagger,215306,3.35,FALSE,2006,68,0.511,0.815,7,-3.14,1,0.144,0.0491,0,0.0826,0.586,154.514,rock,rock,GB
Attribute,Panic! At The Disco,I Write Sins Not Tragedies,185586,3.06,FALSE,2005,70,0.566,0.815,9,-4.481,0,0.14,0.0737,0,0.12,0.672,169.961,rock,rock,US
Attribute,Christina Aguilera,Ain't No Other Man,228906,3.49,FALSE,2006,63,0.862,0.742,7,-4.722,1,0.222,0.00376,0.00855,0.103,0.511,127.91,pop,pop,US
Attribute,Keane,Is It Any Wonder?,186173,3.06,FALSE,2006,59,0.489,0.955,11,-2.771,0,0.0363,3.82E-05,0.000178,0.334,0.816,129.352,pop,pop,GB
Attribute,James Morrison,You Give Me Something,213173,3.33,FALSE,2006,64,0.559,0.688,7,-6.496,1,0.114,0.216,0,0.0855,0.578,79.753,"pop, R&B",pop,GB
Attribute,James Morrison,Wonderful World,210066,3.3,FALSE,2006,49,0.474,0.71,1,-4.606,1,0.029,0.0548,0,0.0974,0.591,78.969,"pop, R&B",pop,GB
Attribute,The Kooks,Naive,203506,3.24,FALSE,2006,73,0.391,0.808,8,-6.209,0,0.0892,0.0759,0,0.149,0.737,100.304,rock,rock,GB
Attribute,Leona Lewis,Bleeding Love,262466,4.22,FALSE,2007,75,0.638,0.656,5,-5.886,1,0.0357,0.188,0,0.146,0.225,104.036,"pop, R&B",pop,GB
Attribute,Rihanna,Umbrella,275986,4.36,FALSE,2008,81,0.583,0.829,1,-4.603,1,0.134,0.00864,0,0.0426,0.575,174.028,"hip hop, pop, R&B",hip hop,US
Attribute,Britney Spears,Gimme More,251240,4.11,FALSE,2007,79,0.788,0.844,2,-3.131,1,0.0334,0.25,0.000678,0.0723,0.382,113.324,pop,pop,US
Attribute,Timbaland,The Way I Are,179120,2.59,FALSE,2007,80,0.731,0.807,3,-6.492,0,0.1,0.181,0.751,0.319,0.765,114.759,"hip hop, pop, R&B",hip hop,US
Attribute,50 Cent,Ayo Technology,247946,4.08,TRUE,2007,67,0.63,0.782,8,-5.44,0,0.132,0.0828,0,0.034,0.418,140.144,"hip hop, pop",hip hop,US
Attribute,Ciara,Like a Boy,237053,3.57,FALSE,2006,68,0.701,0.724,0,-5.751,0,0.145,0.267,0,0.0867,0.425,132.035,"pop, R&B",pop,US
Attribute,Kanye West,Stronger,311866,5.12,TRUE,2007,54,0.617,0.717,10,-7.858,0,0.153,0.00564,0,0.408,0.49,103.992,hip hop,hip hop,US
Attribute,Beyonc̩,Beautiful Liar,199853,3.2,FALSE,2007,64,0.764,0.751,8,-3.74,1,0.0703,0.00554,0.000237,0.164,0.418,91.977,"pop, R&B",pop,US
Attribute,Akon,I Wanna Love You,247066,4.07,TRUE,2006,53,0.865,0.45,0,-9.387,1,0.0417,0.0359,1.28E-06,0.308,0.352,99.989,pop,pop,SN
Attribute,Kanye West,Can't Tell Me Nothing,271600,4.32,TRUE,2007,47,0.596,0.62,5,-6.133,0,0.039,0.0122,0,0.82,0.102,80.029,hip hop,hip hop,US
Attribute,Linkin Park,What I've Done,205613,3.26,FALSE,2007,77,0.623,0.93,5,-5.285,1,0.0324,0.0141,1.64E-06,0.138,0.287,120.119,"rock, metal",rock,US
Attribute,Chris Brown,Kiss Kiss (feat. T-Pain),250666,4.11,FALSE,2007,68,0.729,0.658,10,-3.386,0,0.225,0.0506,0,0.0693,0.551,140.043,"hip hop, pop, R&B",hip hop,US
Attribute,Justin Timberlake,Summer Love,252973,4.13,FALSE,2006,66,0.606,0.591,0,-7.228,0,0.087,0.0756,0,0.328,0.477,95.802,pop,pop,US
Attribute,Take That,Patience,202066,3.22,FALSE,2006,64,0.309,0.783,10,-4.154,1,0.0405,0.142,1.11E-06,0.118,0.372,175.788,pop,pop,GB
Attribute,Arctic Monkeys,Brianstorm,172866,2.53,FALSE,2007,67,0.42,0.974,1,-4.706,1,0.191,8.15E-05,0.00155,0.0871,0.463,165.182,rock,rock,GB
Attribute,Justin Timberlake,My Love (feat. T.I.),276160,4.36,FALSE,2006,72,0.771,0.68,11,-5.881,0,0.224,0.277,1.18E-05,0.682,0.808,119.952,pop,pop,US
Attribute,Linkin Park,Bleed It Out,166373,2.46,TRUE,2007,73,0.529,0.967,1,-3.647,0,0.0508,0.114,0,0.61,0.596,140.127,"rock, metal",rock,US
Attribute,Ne-Yo,Because Of You,266840,4.27,FALSE,2007,74,0.81,0.538,0,-5.784,0,0.0356,0.528,0,0.0951,0.828,109.97,"pop, R&B",pop,US
Attribute,Omarion,Ice Box,256426,4.16,FALSE,2006,57,0.775,0.731,8,-5.446,1,0.134,0.189,0,0.129,0.821,131.105,"hip hop, pop, R&B",hip hop,US
Attribute,Nickelback,Rockstar,252040,4.12,FALSE,2005,69,0.616,0.91,0,-3.004,1,0.0386,0.0459,0,0.343,0.693,144.072,"rock, metal",rock,CA
Attribute,Fall Out Boy,Thnks fr th Mmrs,203506,3.24,FALSE,2007,76,0.459,0.891,10,-5.057,0,0.0623,0.00511,0,0.106,0.588,154.837,rock,rock,US
Attribute,Justin Timberlake,LoveStoned / I Think She Knows (Interlude),444333,7.24,TRUE,2006,57,0.859,0.681,1,-6.247,1,0.0549,0.34,0.000161,0.213,0.852,121.243,pop,pop,US
Attribute,Keyshia Cole,Let It Go,238360,3.58,FALSE,2007,58,0.808,0.721,1,-5.165,1,0.213,0.197,0,0.205,0.773,94.955,"hip hop, pop, R&B",hip hop,US
Attribute,Enrique Iglesias,Do You Know? (The Ping Pong Song),219533,3.4,FALSE,2007,45,0.753,0.759,8,-4.829,1,0.0487,0.0523,0,0.0263,0.706,114.999,"pop, latin",pop,ES
Attribute,Fall Out Boy,"This Ain't A Scene, It's An Arms Race",212040,3.32,FALSE,2007,68,0.435,0.887,9,-4.07,1,0.0636,0.000747,0,0.0327,0.408,199.935,rock,rock,US
Attribute,Foo Fighters,The Pretender,269373,4.29,FALSE,2007,78,0.433,0.959,9,-4.04,1,0.0431,0.000917,0,0.028,0.365,172.984,"rock, metal",rock,US
Attribute,MIKA,Grace Kelly,187733,3.08,FALSE,2006,69,0.675,0.828,0,-5.799,1,0.0454,0.0242,0.0102,0.364,0.669,122.229,pop,pop,GB
Attribute,Christina Aguilera,Candyman,194213,3.14,FALSE,2006,66,0.686,0.789,8,-4.713,0,0.23,0.0125,0.0147,0.142,0.72,172.976,pop,pop,US
Attribute,Sean Kingston,Beautiful Girls,225373,3.45,FALSE,2007,78,0.762,0.661,1,-6.075,0,0.0687,0.15,0,0.256,0.769,130.009,"hip hop, pop, R&B",hip hop,JM
Attribute,James Blunt,1973,280026,4.4,FALSE,2007,68,0.72,0.668,9,-7.928,1,0.0269,0.0652,0.00664,0.0789,0.768,123.007,pop,pop,GB
Attribute,Carrie Underwood,Before He Cheats,199946,3.2,FALSE,2005,76,0.519,0.749,6,-3.318,0,0.0405,0.271,0,0.119,0.29,147.905,"pop, country",pop,US
Attribute,Avril Lavigne,When You're Gone,240493,4,FALSE,2007,68,0.457,0.719,4,-3.921,0,0.0323,0.191,0,0.228,0.168,142.034,pop,pop,CA
Attribute,MIKA,Love Today,235173,3.55,FALSE,2006,57,0.673,0.913,4,-4.981,1,0.0664,0.0304,0.00298,0.113,0.587,124.484,pop,pop,GB
Attribute,Red Hot Chili Peppers,Snow (Hey Oh),334666,5.35,FALSE,2006,79,0.427,0.9,11,-3.674,1,0.0499,0.116,1.75E-05,0.119,0.599,104.655,rock,rock,US
Attribute,Katy Perry,I Kissed A Girl,179640,2.6,FALSE,2008,73,0.699,0.76,5,-3.173,1,0.0677,0.00223,0,0.132,0.696,129.996,pop,pop,US
Attribute,Timbaland,Apologize,184400,3.04,FALSE,2007,74,0.653,0.604,8,-6.017,1,0.0278,0.0292,0,0.097,0.101,118.016,"hip hop, pop, R&B",hip hop,US
Attribute,Madcon,Beggin (original version),216146,3.36,FALSE,2007,70,0.715,0.8,4,-5.144,0,0.057,0.0271,0,0.0648,0.445,129.023,"hip hop, pop",hip hop,NO
Attribute,Lil Wayne,Lollipop,299333,4.59,TRUE,2008,69,0.829,0.428,0,-9.469,1,0.0831,0.056,0.00413,0.137,0.45,148.075,"hip hop, pop",hip hop,US
Attribute,Rihanna,Don't Stop The Music,267080,4.27,FALSE,2008,77,0.835,0.669,6,-5.582,0,0.0643,0.0336,6.92E-05,0.0535,0.542,122.668,"hip hop, pop, R&B",hip hop,US
Attribute,Akon,Right Now (Na Na Na),240746,4.01,FALSE,2008,69,0.83,0.857,8,-4.194,0,0.152,0.262,0,0.413,0.607,137.982,pop,pop,SN
Attribute,Britney Spears,Womanizer,224400,3.44,FALSE,2008,76,0.724,0.695,11,-5.226,1,0.0622,0.073,0,0.0889,0.235,139,pop,pop,US
Attribute,Jeezy,Put On,321293,5.21,TRUE,2008,69,0.654,0.77,9,-6.091,0,0.0353,0.00342,0,0.0887,0.272,137.616,"hip hop, pop",hip hop,US
Attribute,Madonna,Give It 2 Me,287906,4.48,FALSE,2008,57,0.837,0.954,8,-3.512,0,0.0414,0.0933,0.000405,0.143,0.972,127.019,pop,pop,US
Attribute,Britney Spears,Piece of Me,212106,3.32,FALSE,2007,64,0.769,0.638,11,-5.054,1,0.216,0.0902,0,0.0857,0.782,115.007,pop,pop,US
Attribute,T.I.,Live Your Life,338853,5.39,TRUE,2008,75,0.375,0.862,11,-3.363,0,0.255,0.071,0,0.211,0.478,159.841,"hip hop, pop",hip hop,US
Attribute,Ne-Yo,Closer,234360,3.54,FALSE,2008,65,0.709,0.745,4,-6.437,0,0.0738,0.0225,5.20E-05,0.154,0.576,126.027,"pop, R&B",pop,US
Attribute,The Pussycat Dolls,I Hate This Part,218400,3.38,FALSE,2008,64,0.756,0.612,5,-4.371,1,0.0317,0.0659,0,0.274,0.452,111.572,"pop, R&B",pop,US
Attribute,Sean Kingston,Take You There,236693,3.57,FALSE,2008,65,0.752,0.921,5,-4.321,0,0.0696,0.0182,0,0.256,0.634,115.033,"hip hop, pop, R&B",hip hop,JM
Attribute,Natasha Bedingfield,Pocketful of Sunshine,203440,3.23,FALSE,2008,62,0.726,0.881,9,-3.892,0,0.0391,0.203,0,0.108,0.682,110.019,pop,pop,GB
Attribute,The Game,My Life,320893,5.21,TRUE,2008,60,0.673,0.766,11,-5.018,1,0.349,0.0724,0,0.0563,0.382,148.113,"hip hop, pop",hip hop,US
Attribute,MGMT,Kids,302840,5.03,FALSE,2007,77,0.451,0.931,9,-3.871,1,0.0719,0.00076,0.0049,0.361,0.172,122.961,rock,rock,US
Attribute,Santana,Into the Night (feat. Chad Kroeger),222440,3.42,FALSE,2007,57,0.595,0.844,7,-4.678,1,0.0331,0.0137,0,0.234,0.603,127.981,"rock, blues, latin",rock,US
Attribute,The-Dream,I Luv Your Girl,267866,4.28,TRUE,2007,62,0.723,0.322,8,-9.702,1,0.0341,0.014,0,0.119,0.0406,90.063,"hip hop, pop, R&B",hip hop,US
Attribute,Usher,Love in This Club (feat. Young Jeezy),259720,4.2,FALSE,2008,71,0.573,0.712,0,-5.976,1,0.0732,0.0572,0,0.167,0.346,140.012,"hip hop, pop, R&B",hip hop,US
Attribute,James Morrison,Broken Strings,250453,4.1,FALSE,2008,70,0.57,0.717,1,-4.914,1,0.029,0.00967,0,0.0833,0.321,111.91,"pop, R&B",pop,GB
Attribute,Coldplay,Viva La Vida,242373,4.02,FALSE,2008,80,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23E-06,0.109,0.417,138.015,"rock, pop",rock,GB
Attribute,Kings of Leon,Sex on Fire,203346,3.23,FALSE,2008,80,0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398,rock,rock,US
Attribute,Duffy,Mercy,219920,3.4,FALSE,2008,69,0.793,0.859,0,-3.774,1,0.0332,0.266,0.000356,0.133,0.964,129.911,"pop, R&B",pop,GB
Attribute,Coldplay,Violet Hill,222653,3.43,FALSE,2008,63,0.33,0.58,1,-7.875,0,0.0374,0.0614,0.00129,0.115,0.11,76.093,"rock, pop",rock,GB
Attribute,Jennifer Hudson,Spotlight,250106,4.1,FALSE,2008,60,0.707,0.724,11,-3.887,0,0.051,0.0448,0,0.072,0.659,108.984,"pop, R&B, easy listening",pop,US
Attribute,Lupe Fiasco,Superstar (feat. Matthew Santos),289000,4.49,FALSE,2007,64,0.572,0.822,11,-6.015,0,0.361,0.207,0,0.359,0.472,94.812,"hip hop, pop",hip hop,US
Attribute,Chris Brown,Forever,278573,4.39,FALSE,2008,74,0.672,0.82,11,-4.456,1,0.0459,0.0368,0.000188,0.184,0.438,120.005,"hip hop, pop, R&B",hip hop,US
Attribute,Lady Gaga,Poker Face,237200,3.57,FALSE,2008,77,0.851,0.806,4,-4.62,1,0.0787,0.118,1.64E-06,0.121,0.787,118.999,pop,pop,US
Attribute,Beyonc̩,Halo,261640,4.22,FALSE,2008,74,0.508,0.72,11,-5.908,0,0.0628,0.272,0,0.0563,0.472,79.983,"pop, R&B",pop,US
Attribute,David Guetta,Sexy Bitch (feat. Akon),195853,3.16,TRUE,2010,75,0.813,0.627,11,-5.018,0,0.0486,0.0771,0.000616,0.131,0.801,130.011,"hip hop, pop, Dance/Electronic",hip hop,FR
Attribute,Flo Rida,Right Round,204640,3.25,FALSE,2009,74,0.72,0.672,7,-6.852,1,0.0551,0.009,0,0.232,0.705,124.986,"hip hop, pop",hip hop,US
Attribute,Taylor Swift,Love Story,236266,3.56,FALSE,2008,74,0.617,0.741,2,-3.97,1,0.0311,0.131,0,0.0772,0.306,118.984,pop,pop,US
Attribute,Pitbull,Hotel Room Service,238506,3.59,FALSE,2009,63,0.849,0.599,6,-8.164,1,0.227,0.00301,0.000249,0.0763,0.761,126.003,"hip hop, pop, latin",hip hop,US
Attribute,The Prodigy,Omen,216026,3.36,FALSE,2009,57,0.545,0.953,7,-5.172,1,0.0441,0.000941,0.117,0.281,0.558,140.002,"rock, pop, Dance/Electronic",rock,GB
Attribute,Britney Spears,If U Seek Amy,216520,3.37,FALSE,2008,69,0.717,0.587,4,-7.296,0,0.0339,0.0192,0,0.0523,0.544,129.954,pop,pop,US
Attribute,Mariah Carey,Obsessed,242200,4.02,FALSE,2009,66,0.742,0.468,10,-5.557,0,0.0625,0.0465,0,0.826,0.369,86.443,"pop, R&B",pop,US
Attribute,Agnes,Release Me,256213,4.16,FALSE,2009,65,0.621,0.923,2,-3.124,0,0.0321,0.00645,7.28E-05,0.108,0.716,127.973,"pop, Dance/Electronic",pop,SE
Attribute,Lady Gaga,Paparazzi,208306,3.28,FALSE,2008,70,0.762,0.692,5,-3.973,0,0.0438,0.113,0,0.094,0.397,114.906,pop,pop,US
Attribute,Linkin Park,New Divide,268613,4.29,FALSE,2009,68,0.493,0.808,5,-3.365,0,0.0362,0.000235,0,0.0983,0.38,117.971,"rock, metal",rock,US
Attribute,Lady Gaga,Bad Romance,294573,4.55,TRUE,2009,80,0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24E-05,0.0842,0.714,119.001,pop,pop,US
Attribute,Dizzee Rascal,Bonkers,177573,2.58,FALSE,2011,38,0.624,0.977,11,-3.34,0,0.22,0.00615,0,0.253,0.74,126.127,"hip hop, pop, Dance/Electronic",hip hop,GB
Attribute,Ciara,Love Sex Magic (feat. Justin Timberlake),220426,3.4,FALSE,2009,58,0.893,0.666,10,-5.089,0,0.138,0.0206,0,0.342,0.874,107.011,"pop, R&B",pop,US
Attribute,Rihanna,Russian Roulette,227533,3.48,TRUE,2009,64,0.48,0.486,6,-5.754,0,0.0447,0.046,0,0.107,0.265,80.051,"hip hop, pop, R&B",hip hop,US
Attribute,David Guetta,When Love Takes Over (feat. Kelly Rowland),191000,3.11,FALSE,2010,69,0.675,0.862,11,-4.614,1,0.0253,0.0165,0.000427,0.169,0.498,129.967,"hip hop, pop, Dance/Electronic",hip hop,FR
Attribute,P!nk,Sober,251440,4.11,FALSE,2010,46,0.614,0.792,6,-4.907,1,0.0299,0.0653,0,0.195,0.407,91.066,pop,pop,US
Attribute,Pixie Lott,"Mama Do (Uh Oh, Uh Oh)",196520,3.17,FALSE,2009,54,0.451,0.873,3,-4.711,0,0.19,0.171,0,0.327,0.589,119.918,"pop, Dance/Electronic",pop,GB
Attribute,Mario,Break Up,249026,4.09,TRUE,2009,51,0.44,0.517,0,-7.355,1,0.363,0.428,0,0.173,0.475,73.881,"pop, R&B",pop,US
Attribute,The Veronicas,Untouched,255360,4.15,FALSE,2005,58,0.557,0.783,6,-4.893,0,0.234,0.0171,0.0172,0.151,0.442,177.008,"pop, Dance/Electronic",pop,AU
